Número de Orden,Número de Mesa,Nombre del Plato,Descripción del Plato,Costo Unitario,Precio Unitario,Cantidad Ordenada,Tiempo de Preparación,Observaciones
701,19,Plato_11,Descripción del Plato_11,20,33,2,42,Sin cebolla
701,19,Plato_4,Descripción del Plato_4,10,18,2,55,Sin cebolla
702,13,Plato_4,Descripción del Plato_4,10,18,2,59,Ninguna
702,13,Plato_13,Descripción del Plato_13,13,21,1,36,Ninguna
702,13,Plato_6,Descripción del Plato_6,16,27,2,29,Sin cebolla
702,13,Plato_16,Descripción del Plato_16,16,28,3,31,Ninguna
703,9,Plato_13,Descripción del Plato_13,13,21,3,29,Sin cebolla
704,13,Plato_4,Descripción del Plato_4,10,18,1,38,Ninguna
705,12,Plato_3,Descripción del Plato_3,12,20,3,25,Sin cebolla
705,12,Plato_10,Descripción del Plato_10,15,26,2,8,Ninguna
706,20,Plato_4,Descripción del Plato_4,10,18,3,33,Sin cebolla
707,15,Plato_15,Descripción del Plato_15,19,32,1,31,Ninguna
707,15,Plato_13,Descripción del Plato_13,13,21,1,42,Sin cebolla
707,15,Plato_2,Descripción del Plato_2,18,30,2,53,Ninguna
707,15,Plato_19,Descripción del Plato_19,22,36,2,11,Ninguna
708,5,Plato_6,Descripción del Plato_6,16,27,2,24,Sin cebolla
709,8,Plato_13,Descripción del Plato_13,13,21,2,7,Ninguna
709,8,Plato_8,Descripción del Plato_8,21,35,1,33,Sin cebolla
709,8,Plato_11,Descripción del Plato_11,20,33,2,27,Sin cebolla
709,8,Plato_1,Descripción del Plato_1,15,25,2,31,Ninguna
710,18,Plato_3,Descripción del Plato_3,12,20,2,32,Ninguna
710,18,Plato_12,Descripción del Plato_12,11,19,3,45,Sin cebolla
710,18,Plato_4,Descripción del Plato_4,10,18,1,20,Sin cebolla
710,18,Plato_14,Descripción del Plato_14,14,23,1,43,Sin cebolla
711,20,Plato_18,Descripción del Plato_18,20,34,3,43,Ninguna
711,20,Plato_15,Descripción del Plato_15,19,32,2,16,Sin cebolla
712,10,Plato_7,Descripción del Plato_7,14,24,2,49,Ninguna
713,6,Plato_11,Descripción del Plato_11,20,33,3,41,Sin cebolla
713,6,Plato_9,Descripción del Plato_9,17,29,3,14,Sin cebolla
713,6,Plato_15,Descripción del Plato_15,19,32,3,45,Ninguna
713,6,Plato_10,Descripción del Plato_10,15,26,3,25,Ninguna
714,19,Plato_18,Descripción del Plato_18,20,34,3,17,Sin cebolla
714,19,Plato_2,Descripción del Plato_2,18,30,3,17,Sin cebolla
714,19,Plato_11,Descripción del Plato_11,20,33,1,29,Sin cebolla
715,12,Plato_2,Descripción del Plato_2,18,30,3,35,Ninguna
715,12,Plato_6,Descripción del Plato_6,16,27,1,14,Ninguna
715,12,Plato_1,Descripción del Plato_1,15,25,3,38,Ninguna
715,12,Plato_4,Descripción del Plato_4,10,18,3,49,Sin cebolla
716,12,Plato_13,Descripción del Plato_13,13,21,3,12,Ninguna
716,12,Plato_1,Descripción del Plato_1,15,25,3,48,Ninguna
716,12,Plato_17,Descripción del Plato_17,19,31,3,30,Sin cebolla
717,8,Plato_5,Descripción del Plato_5,13,22,2,23,Sin cebolla
717,8,Plato_2,Descripción del Plato_2,18,30,1,36,Sin cebolla
717,8,Plato_6,Descripción del Plato_6,16,27,3,13,Sin cebolla
718,7,Plato_3,Descripción del Plato_3,12,20,1,58,Sin cebolla
719,16,Plato_20,Descripción del Plato_20,25,40,1,15,Ninguna
719,16,Plato_12,Descripción del Plato_12,11,19,2,34,Ninguna
719,16,Plato_9,Descripción del Plato_9,17,29,1,21,Ninguna
720,4,Plato_11,Descripción del Plato_11,20,33,1,36,Ninguna
720,4,Plato_9,Descripción del Plato_9,17,29,3,44,Sin cebolla
720,4,Plato_7,Descripción del Plato_7,14,24,2,53,Sin cebolla
721,6,Plato_9,Descripción del Plato_9,17,29,1,20,Sin cebolla
721,6,Plato_19,Descripción del Plato_19,22,36,1,15,Sin cebolla
721,6,Plato_7,Descripción del Plato_7,14,24,3,44,Ninguna
721,6,Plato_6,Descripción del Plato_6,16,27,3,54,Sin cebolla
722,13,Plato_13,Descripción del Plato_13,13,21,3,43,Ninguna
722,13,Plato_5,Descripción del Plato_5,13,22,1,16,Ninguna
723,12,Plato_16,Descripción del Plato_16,16,28,2,22,Ninguna
723,12,Plato_8,Descripción del Plato_8,21,35,2,9,Ninguna
724,8,Plato_5,Descripción del Plato_5,13,22,3,56,Ninguna
725,10,Plato_18,Descripción del Plato_18,20,34,3,30,Ninguna
725,10,Plato_5,Descripción del Plato_5,13,22,3,55,Ninguna
726,11,Plato_5,Descripción del Plato_5,13,22,2,6,Ninguna
726,11,Plato_19,Descripción del Plato_19,22,36,1,13,Ninguna
726,11,Plato_14,Descripción del Plato_14,14,23,2,55,Ninguna
727,17,Plato_3,Descripción del Plato_3,12,20,2,21,Sin cebolla
728,9,Plato_4,Descripción del Plato_4,10,18,1,42,Ninguna
728,9,Plato_6,Descripción del Plato_6,16,27,3,8,Ninguna
728,9,Plato_15,Descripción del Plato_15,19,32,3,22,Ninguna
729,20,Plato_18,Descripción del Plato_18,20,34,2,57,Ninguna
729,20,Plato_3,Descripción del Plato_3,12,20,3,8,Sin cebolla
730,8,Plato_2,Descripción del Plato_2,18,30,3,32,Sin cebolla
730,8,Plato_7,Descripción del Plato_7,14,24,1,47,Sin cebolla
731,17,Plato_15,Descripción del Plato_15,19,32,2,47,Sin cebolla
732,12,Plato_20,Descripción del Plato_20,25,40,3,29,Ninguna
732,12,Plato_10,Descripción del Plato_10,15,26,3,36,Sin cebolla
732,12,Plato_19,Descripción del Plato_19,22,36,3,56,Sin cebolla
733,14,Plato_19,Descripción del Plato_19,22,36,3,31,Sin cebolla
733,14,Plato_7,Descripción del Plato_7,14,24,1,34,Ninguna
733,14,Plato_6,Descripción del Plato_6,16,27,2,9,Sin cebolla
734,14,Plato_15,Descripción del Plato_15,19,32,3,11,Sin cebolla
734,14,Plato_7,Descripción del Plato_7,14,24,1,16,Ninguna
734,14,Plato_12,Descripción del Plato_12,11,19,1,25,Ninguna
735,20,Plato_14,Descripción del Plato_14,14,23,2,30,Sin cebolla
735,20,Plato_15,Descripción del Plato_15,19,32,3,57,Ninguna
736,17,Plato_5,Descripción del Plato_5,13,22,3,22,Sin cebolla
736,17,Plato_16,Descripción del Plato_16,16,28,2,43,Ninguna
736,17,Plato_17,Descripción del Plato_17,19,31,3,27,Sin cebolla
737,6,Plato_9,Descripción del Plato_9,17,29,2,17,Sin cebolla
737,6,Plato_2,Descripción del Plato_2,18,30,2,5,Ninguna
738,15,Plato_10,Descripción del Plato_10,15,26,2,59,Ninguna
738,15,Plato_16,Descripción del Plato_16,16,28,1,15,Ninguna
738,15,Plato_4,Descripción del Plato_4,10,18,3,20,Sin cebolla
739,10,Plato_14,Descripción del Plato_14,14,23,2,54,Ninguna
740,16,Plato_16,Descripción del Plato_16,16,28,3,31,Ninguna
740,16,Plato_15,Descripción del Plato_15,19,32,1,16,Sin cebolla
740,16,Plato_19,Descripción del Plato_19,22,36,3,45,Sin cebolla
740,16,Plato_14,Descripción del Plato_14,14,23,3,21,Sin cebolla
741,14,Plato_7,Descripción del Plato_7,14,24,3,52,Sin cebolla
741,14,Plato_9,Descripción del Plato_9,17,29,2,40,Ninguna
741,14,Plato_11,Descripción del Plato_11,20,33,3,39,Sin cebolla
741,14,Plato_16,Descripción del Plato_16,16,28,2,34,Sin cebolla
742,20,Plato_17,Descripción del Plato_17,19,31,1,41,Sin cebolla
742,20,Plato_2,Descripción del Plato_2,18,30,3,43,Ninguna
742,20,Plato_10,Descripción del Plato_10,15,26,1,26,Sin cebolla
742,20,Plato_12,Descripción del Plato_12,11,19,1,35,Ninguna
743,19,Plato_10,Descripción del Plato_10,15,26,2,59,Sin cebolla
743,19,Plato_4,Descripción del Plato_4,10,18,2,41,Ninguna
743,19,Plato_14,Descripción del Plato_14,14,23,2,43,Sin cebolla
744,11,Plato_4,Descripción del Plato_4,10,18,1,57,Ninguna
744,11,Plato_9,Descripción del Plato_9,17,29,2,10,Ninguna
745,3,Plato_8,Descripción del Plato_8,21,35,3,34,Ninguna
745,3,Plato_7,Descripción del Plato_7,14,24,2,9,Ninguna
745,3,Plato_1,Descripción del Plato_1,15,25,2,23,Ninguna
745,3,Plato_6,Descripción del Plato_6,16,27,3,7,Sin cebolla
746,13,Plato_8,Descripción del Plato_8,21,35,3,34,Ninguna
746,13,Plato_15,Descripción del Plato_15,19,32,3,43,Ninguna
747,16,Plato_1,Descripción del Plato_1,15,25,1,28,Ninguna
748,2,Plato_15,Descripción del Plato_15,19,32,1,5,Sin cebolla
748,2,Plato_10,Descripción del Plato_10,15,26,3,32,Ninguna
749,1,Plato_8,Descripción del Plato_8,21,35,2,8,Ninguna
750,6,Plato_17,Descripción del Plato_17,19,31,3,47,Ninguna
750,6,Plato_10,Descripción del Plato_10,15,26,1,39,Ninguna
751,17,Plato_9,Descripción del Plato_9,17,29,1,37,Ninguna
751,17,Plato_1,Descripción del Plato_1,15,25,3,31,Sin cebolla
751,17,Plato_5,Descripción del Plato_5,13,22,3,19,Ninguna
752,3,Plato_2,Descripción del Plato_2,18,30,2,30,Sin cebolla
753,11,Plato_15,Descripción del Plato_15,19,32,1,35,Sin cebolla
753,11,Plato_14,Descripción del Plato_14,14,23,1,23,Sin cebolla
753,11,Plato_7,Descripción del Plato_7,14,24,3,24,Ninguna
753,11,Plato_19,Descripción del Plato_19,22,36,1,46,Ninguna
754,8,Plato_7,Descripción del Plato_7,14,24,3,26,Ninguna
754,8,Plato_6,Descripción del Plato_6,16,27,3,11,Sin cebolla
754,8,Plato_16,Descripción del Plato_16,16,28,3,52,Ninguna
755,12,Plato_13,Descripción del Plato_13,13,21,1,6,Ninguna
755,12,Plato_1,Descripción del Plato_1,15,25,3,37,Ninguna
755,12,Plato_12,Descripción del Plato_12,11,19,3,46,Ninguna
755,12,Plato_9,Descripción del Plato_9,17,29,2,20,Sin cebolla
756,11,Plato_17,Descripción del Plato_17,19,31,1,21,Ninguna
756,11,Plato_12,Descripción del Plato_12,11,19,1,13,Ninguna
757,3,Plato_2,Descripción del Plato_2,18,30,2,40,Ninguna
758,18,Plato_2,Descripción del Plato_2,18,30,1,32,Ninguna
758,18,Plato_5,Descripción del Plato_5,13,22,1,9,Sin cebolla
759,20,Plato_11,Descripción del Plato_11,20,33,3,48,Ninguna
759,20,Plato_6,Descripción del Plato_6,16,27,3,51,Ninguna
759,20,Plato_1,Descripción del Plato_1,15,25,3,41,Ninguna
759,20,Plato_9,Descripción del Plato_9,17,29,3,56,Sin cebolla
760,5,Plato_8,Descripción del Plato_8,21,35,3,20,Ninguna
761,4,Plato_7,Descripción del Plato_7,14,24,3,54,Sin cebolla
761,4,Plato_16,Descripción del Plato_16,16,28,2,20,Ninguna
761,4,Plato_14,Descripción del Plato_14,14,23,2,28,Ninguna
762,4,Plato_13,Descripción del Plato_13,13,21,1,20,Sin cebolla
762,4,Plato_10,Descripción del Plato_10,15,26,3,9,Ninguna
763,18,Plato_11,Descripción del Plato_11,20,33,2,14,Sin cebolla
763,18,Plato_12,Descripción del Plato_12,11,19,2,18,Sin cebolla
764,20,Plato_6,Descripción del Plato_6,16,27,1,53,Ninguna
764,20,Plato_18,Descripción del Plato_18,20,34,1,24,Ninguna
764,20,Plato_7,Descripción del Plato_7,14,24,1,35,Ninguna
765,20,Plato_10,Descripción del Plato_10,15,26,3,55,Sin cebolla
765,20,Plato_16,Descripción del Plato_16,16,28,2,14,Ninguna
765,20,Plato_13,Descripción del Plato_13,13,21,3,52,Ninguna
765,20,Plato_19,Descripción del Plato_19,22,36,1,43,Ninguna
766,17,Plato_2,Descripción del Plato_2,18,30,2,52,Ninguna
766,17,Plato_12,Descripción del Plato_12,11,19,1,59,Ninguna
766,17,Plato_3,Descripción del Plato_3,12,20,3,7,Ninguna
766,17,Plato_14,Descripción del Plato_14,14,23,2,16,Sin cebolla
767,10,Plato_9,Descripción del Plato_9,17,29,2,12,Sin cebolla
767,10,Plato_7,Descripción del Plato_7,14,24,2,30,Sin cebolla
767,10,Plato_13,Descripción del Plato_13,13,21,3,43,Sin cebolla
